user_id,date,direction,internal,operator_id,is_missed_call,calls_count,call_duration,total_call_duration,date_day,wait_duration,tariff_plan,date_start,call_type,direction_label,duration_minutes,wait_seconds
166377,2019-08-30 00:00:00+03:00,out,False,880026,False,24,1653,1864,2019-08-30,211,B,2019-08-01,External,Outgoing,27.55,211
166377,2019-08-30 00:00:00+03:00,in,False,880028,False,1,45,65,2019-08-30,20,B,2019-08-01,External,Incoming,0.75,20
166377,2019-08-30 00:00:00+03:00,out,False,880022,False,1,239,257,2019-08-30,18,B,2019-08-01,External,Outgoing,3.9833333333333334,18
166377,2019-08-30 00:00:00+03:00,out,False,880028,False,14,989,1099,2019-08-30,110,B,2019-08-01,External,Outgoing,16.483333333333334,110
166377,2019-08-30 00:00:00+03:00,out,False,880026,True,11,0,292,2019-08-30,292,B,2019-08-01,External,Outgoing,0.0,292
166377,2019-09-02 00:00:00+03:00,in,False,880028,False,2,66,75,2019-09-02,9,B,2019-08-01,External,Incoming,1.1,9
166377,2019-09-02 00:00:00+03:00,in,False,880026,False,1,31,34,2019-09-02,3,B,2019-08-01,External,Incoming,0.5166666666666667,3
166377,2019-09-02 00:00:00+03:00,out,False,880026,False,16,1853,1983,2019-09-02,130,B,2019-08-01,External,Outgoing,30.883333333333333,130
166377,2019-09-02 00:00:00+03:00,out,False,880026,True,6,0,168,2019-09-02,168,B,2019-08-01,External,Outgoing,0.0,168
166377,2019-09-02 00:00:00+03:00,out,False,880028,False,20,2529,2687,2019-09-02,158,B,2019-08-01,External,Outgoing,42.15,158
166377,2019-09-02 00:00:00+03:00,out,False,880028,True,29,0,1345,2019-09-02,1345,B,2019-08-01,External,Outgoing,0.0,1345
166377,2019-09-02 00:00:00+03:00,out,True,880020,True,2,0,0,2019-09-02,0,B,2019-08-01,Internal,Outgoing,0.0,0
166377,2019-09-02 00:00:00+03:00,out,False,880020,True,2,0,3,2019-09-02,3,B,2019-08-01,External,Outgoing,0.0,3
166377,2019-09-03 00:00:00+03:00,out,False,880028,False,17,1573,1733,2019-09-03,160,B,2019-08-01,External,Outgoing,26.216666666666665,160
166377,2019-09-03 00:00:00+03:00,out,False,880026,False,23,2054,2198,2019-09-03,144,B,2019-08-01,External,Outgoing,34.233333333333334,144
166377,2019-09-03 00:00:00+03:00,out,False,880028,True,18,0,416,2019-09-03,416,B,2019-08-01,External,Outgoing,0.0,416
166377,2019-09-03 00:00:00+03:00,out,False,880026,True,8,0,248,2019-09-03,248,B,2019-08-01,External,Outgoing,0.0,248
166377,2019-09-04 00:00:00+03:00,out,True,880022,True,1,0,2,2019-09-04,2,B,2019-08-01,Internal,Outgoing,0.0,2
166377,2019-09-04 00:00:00+03:00,out,False,880026,True,7,0,164,2019-09-04,164,B,2019-08-01,External,Outgoing,0.0,164
166377,2019-09-04 00:00:00+03:00,out,False,880022,False,3,360,395,2019-09-04,35,B,2019-08-01,External,Outgoing,6.0,35
166377,2019-09-04 00:00:00+03:00,out,False,880022,True,1,0,55,2019-09-04,55,B,2019-08-01,External,Outgoing,0.0,55
166377,2019-09-04 00:00:00+03:00,out,True,880028,True,1,0,1,2019-09-04,1,B,2019-08-01,Internal,Outgoing,0.0,1
166377,2019-09-04 00:00:00+03:00,out,False,880026,False,27,2176,2393,2019-09-04,217,B,2019-08-01,External,Outgoing,36.266666666666666,217
166377,2019-09-04 00:00:00+03:00,in,False,880028,False,1,195,208,2019-09-04,13,B,2019-08-01,External,Incoming,3.25,13
166377,2019-09-04 00:00:00+03:00,out,False,880028,False,15,2539,2613,2019-09-04,74,B,2019-08-01,External,Outgoing,42.31666666666667,74
166377,2019-09-04 00:00:00+03:00,out,False,880028,True,19,0,230,2019-09-04,230,B,2019-08-01,External,Outgoing,0.0,230
166377,2019-09-05 00:00:00+03:00,out,False,880026,True,6,0,242,2019-09-05,242,B,2019-08-01,External,Outgoing,0.0,242
166377,2019-09-05 00:00:00+03:00,out,False,880026,False,21,2748,2928,2019-09-05,180,B,2019-08-01,External,Outgoing,45.8,180
166377,2019-09-05 00:00:00+03:00,in,False,880020,False,1,63,70,2019-09-05,7,B,2019-08-01,External,Incoming,1.05,7
166377,2019-09-05 00:00:00+03:00,out,False,880028,False,8,983,1010,2019-09-05,27,B,2019-08-01,External,Outgoing,16.383333333333333,27
166377,2019-09-05 00:00:00+03:00,out,False,880028,True,9,0,247,2019-09-05,247,B,2019-08-01,External,Outgoing,0.0,247
166377,2019-09-05 00:00:00+03:00,in,False,880026,False,1,63,65,2019-09-05,2,B,2019-08-01,External,Incoming,1.05,2
166377,2019-09-05 00:00:00+03:00,out,True,880022,True,2,0,0,2019-09-05,0,B,2019-08-01,Internal,Outgoing,0.0,0
166377,2019-09-05 00:00:00+03:00,out,False,880022,False,6,746,760,2019-09-05,14,B,2019-08-01,External,Outgoing,12.433333333333334,14
166377,2019-09-06 00:00:00+03:00,out,True,880022,True,2,0,0,2019-09-06,0,B,2019-08-01,Internal,Outgoing,0.0,0
166377,2019-09-06 00:00:00+03:00,out,False,880022,False,5,1243,1265,2019-09-06,22,B,2019-08-01,External,Outgoing,20.716666666666665,22
166377,2019-09-06 00:00:00+03:00,out,False,880028,True,9,0,392,2019-09-06,392,B,2019-08-01,External,Outgoing,0.0,392
166377,2019-09-06 00:00:00+03:00,out,False,880028,False,13,1304,1441,2019-09-06,137,B,2019-08-01,External,Outgoing,21.733333333333334,137
166377,2019-09-06 00:00:00+03:00,out,True,880026,True,1,0,3,2019-09-06,3,B,2019-08-01,Internal,Outgoing,0.0,3
166377,2019-09-06 00:00:00+03:00,in,False,880020,False,1,48,56,2019-09-06,8,B,2019-08-01,External,Incoming,0.8,8
166377,2019-09-06 00:00:00+03:00,out,False,880022,True,4,0,112,2019-09-06,112,B,2019-08-01,External,Outgoing,0.0,112
166377,2019-09-06 00:00:00+03:00,out,False,880026,False,14,1045,1127,2019-09-06,82,B,2019-08-01,External,Outgoing,17.416666666666668,82
166377,2019-09-09 00:00:00+03:00,out,False,880026,True,5,0,114,2019-09-09,114,B,2019-08-01,External,Outgoing,0.0,114
166377,2019-09-09 00:00:00+03:00,out,False,880028,True,9,0,316,2019-09-09,316,B,2019-08-01,External,Outgoing,0.0,316
166377,2019-09-09 00:00:00+03:00,out,False,880022,False,4,234,302,2019-09-09,68,B,2019-08-01,External,Outgoing,3.9,68
166377,2019-09-09 00:00:00+03:00,out,False,880026,False,16,1479,1616,2019-09-09,137,B,2019-08-01,External,Outgoing,24.65,137
166377,2019-09-09 00:00:00+03:00,out,False,880022,True,5,0,192,2019-09-09,192,B,2019-08-01,External,Outgoing,0.0,192
166377,2019-09-09 00:00:00+03:00,in,False,880020,False,1,54,58,2019-09-09,4,B,2019-08-01,External,Incoming,0.9,4
166377,2019-09-09 00:00:00+03:00,in,False,880026,False,1,32,40,2019-09-09,8,B,2019-08-01,External,Incoming,0.5333333333333333,8
166377,2019-09-09 00:00:00+03:00,out,False,880028,False,18,1601,1806,2019-09-09,205,B,2019-08-01,External,Outgoing,26.683333333333334,205
166377,2019-09-10 00:00:00+03:00,out,False,880028,True,19,0,552,2019-09-10,552,B,2019-08-01,External,Outgoing,0.0,552
166377,2019-09-10 00:00:00+03:00,out,False,880022,True,1,0,54,2019-09-10,54,B,2019-08-01,External,Outgoing,0.0,54
166377,2019-09-10 00:00:00+03:00,out,False,880028,False,29,2082,2256,2019-09-10,174,B,2019-08-01,External,Outgoing,34.7,174
166377,2019-09-10 00:00:00+03:00,out,False,880026,False,32,2451,2620,2019-09-10,169,B,2019-08-01,External,Outgoing,40.85,169
166377,2019-09-10 00:00:00+03:00,out,False,880022,False,2,88,91,2019-09-10,3,B,2019-08-01,External,Outgoing,1.4666666666666666,3
166377,2019-09-10 00:00:00+03:00,out,False,880026,True,6,0,178,2019-09-10,178,B,2019-08-01,External,Outgoing,0.0,178
166377,2019-09-11 00:00:00+03:00,out,False,880026,False,16,1452,1529,2019-09-11,77,B,2019-08-01,External,Outgoing,24.2,77
166377,2019-09-11 00:00:00+03:00,out,False,880022,False,5,479,533,2019-09-11,54,B,2019-08-01,External,Outgoing,7.983333333333333,54
166377,2019-09-11 00:00:00+03:00,out,False,880028,False,22,2226,2423,2019-09-11,197,B,2019-08-01,External,Outgoing,37.1,197
166377,2019-09-11 00:00:00+03:00,out,False,880022,True,3,0,92,2019-09-11,92,B,2019-08-01,External,Outgoing,0.0,92
166377,2019-09-11 00:00:00+03:00,in,False,880028,False,1,152,158,2019-09-11,6,B,2019-08-01,External,Incoming,2.533333333333333,6
166377,2019-09-11 00:00:00+03:00,out,True,880022,True,2,0,0,2019-09-11,0,B,2019-08-01,Internal,Outgoing,0.0,0
