operator_id,incoming_calls,missed_calls,wait_seconds,missed_rate,avg_wait_sec,outgoing_calls,tariff_plan,high_missed_rate,high_wait,low_outbound,incoming_risk
905844,13.0,0.0,163.0,0.0,12.538461538461538,1032.0,B,False,False,False,False
905862,102.0,15.0,1165.0,0.14705882352941177,11.42156862745098,1.0,C,True,False,True,False
905870,143.0,0.0,1691.0,0.0,11.825174825174825,559.0,B,False,False,False,False
905930,70.0,0.0,440.0,0.0,6.285714285714286,337.0,C,False,False,False,False
905932,36.0,0.0,288.0,0.0,8.0,334.0,C,False,False,False,False
905934,1.0,0.0,9.0,0.0,9.0,20.0,C,False,False,True,False
906070,324.0,1.0,13347.0,0.0030864197530864196,41.19444444444444,71.0,C,False,True,False,False
906076,24.0,0.0,1223.0,0.0,50.958333333333336,1.0,C,False,True,True,False
906294,308.0,1.0,1455.0,0.003246753246753247,4.724025974025974,290.0,C,False,False,False,False
906296,4.0,0.0,65.0,0.0,16.25,197.0,C,False,False,False,False
906392,18.0,0.0,249.0,0.0,13.833333333333334,53.0,A,False,False,True,False
906394,30.0,0.0,858.0,0.0,28.6,520.0,A,False,True,False,False
906396,124.0,0.0,3777.0,0.0,30.45967741935484,415.0,A,False,True,False,False
906398,64.0,0.0,1587.0,0.0,24.796875,40.0,A,False,True,True,False
906400,130.0,0.0,3752.0,0.0,28.861538461538462,426.0,A,False,True,False,False
906402,7.0,0.0,324.0,0.0,46.285714285714285,17.0,A,False,True,True,False
906404,501.0,3.0,13559.0,0.005988023952095809,27.063872255489024,613.0,A,False,True,False,False
906406,715.0,1.0,19143.0,0.0013986013986013986,26.773426573426573,1136.0,A,False,True,False,False
906408,241.0,2.0,6912.0,0.008298755186721992,28.680497925311204,87.0,A,True,True,False,True
906410,232.0,2.0,6035.0,0.008620689655172414,26.012931034482758,19.0,A,True,True,True,True
906412,26.0,0.0,400.0,0.0,15.384615384615385,315.0,A,False,False,False,False
906416,5.0,0.0,83.0,0.0,16.6,77.0,A,False,False,False,False
906418,4.0,0.0,60.0,0.0,15.0,4.0,A,False,False,True,False
906420,5.0,0.0,55.0,0.0,11.0,29.0,A,False,False,True,False
906680,195.0,0.0,7227.0,0.0,37.06153846153846,160.0,B,False,True,False,False
906866,0.0,0.0,0.0,0.0,0.0,655.0,B,False,False,False,False
907174,9.0,0.0,557.0,0.0,61.888888888888886,2524.0,B,False,True,False,False
907178,3.0,0.0,72.0,0.0,24.0,174.0,C,False,True,False,False
907180,0.0,0.0,0.0,0.0,0.0,74.0,C,False,False,False,False
907182,65.0,0.0,714.0,0.0,10.984615384615385,230.0,C,False,False,False,False
907224,48.0,0.0,1150.0,0.0,23.958333333333332,299.0,C,False,True,False,False
907440,6.0,0.0,143.0,0.0,23.833333333333332,167.0,A,False,True,False,False
907442,0.0,0.0,0.0,0.0,0.0,89.0,A,False,False,False,False
907502,242.0,2.0,4855.0,0.008264462809917356,20.06198347107438,0.0,A,True,False,True,False
907504,5.0,0.0,109.0,0.0,21.8,25.0,B,False,True,True,False
907618,1.0,0.0,35.0,0.0,35.0,0.0,C,False,True,True,False
907952,51.0,0.0,1047.0,0.0,20.529411764705884,179.0,B,False,False,False,False
907964,17.0,0.0,274.0,0.0,16.11764705882353,60.0,B,False,False,False,False
907970,16.0,0.0,283.0,0.0,17.6875,166.0,B,False,False,False,False
907972,5.0,0.0,57.0,0.0,11.4,8.0,B,False,False,True,False
907974,3.0,0.0,29.0,0.0,9.666666666666666,0.0,B,False,False,True,False
907982,66.0,1.0,1428.0,0.015151515151515152,21.636363636363637,87.0,B,True,True,False,True
907986,1.0,0.0,20.0,0.0,20.0,447.0,B,False,False,False,False
907994,39.0,0.0,722.0,0.0,18.512820512820515,104.0,B,False,False,False,False
907998,0.0,0.0,0.0,0.0,0.0,2.0,B,False,False,True,False
908002,6.0,0.0,99.0,0.0,16.5,16.0,B,False,False,True,False
908078,42.0,0.0,694.0,0.0,16.523809523809526,56.0,C,False,False,True,False
908080,5.0,0.0,70.0,0.0,14.0,1.0,C,False,False,True,False
908082,27.0,0.0,279.0,0.0,10.333333333333334,20.0,C,False,False,True,False
908098,6.0,0.0,158.0,0.0,26.333333333333332,0.0,C,False,True,True,False
908130,3.0,0.0,85.0,0.0,28.333333333333332,0.0,C,False,True,True,False
908152,13.0,0.0,522.0,0.0,40.15384615384615,0.0,C,False,True,True,False
908162,3.0,0.0,159.0,0.0,53.0,0.0,C,False,True,True,False
908180,1.0,0.0,15.0,0.0,15.0,0.0,C,False,False,True,False
908300,3.0,0.0,169.0,0.0,56.333333333333336,0.0,C,False,True,True,False
908718,0.0,0.0,0.0,0.0,0.0,3.0,B,False,False,True,False
908834,23.0,0.0,781.0,0.0,33.95652173913044,1.0,A,False,True,True,False
908958,952.0,0.0,26062.0,0.0,27.376050420168067,107.0,A,False,True,False,False
908960,695.0,8.0,16264.0,0.011510791366906475,23.401438848920865,113.0,A,True,True,False,True
908984,0.0,0.0,0.0,0.0,0.0,8.0,B,False,False,True,False
909134,197.0,0.0,6939.0,0.0,35.223350253807105,5.0,C,False,True,True,False
909308,0.0,0.0,0.0,0.0,0.0,15.0,B,False,False,True,False
909392,5.0,0.0,130.0,0.0,26.0,0.0,C,False,True,True,False
